AAON,NASD,A A O N INC
AIR,NYSE,A A R CORP
ABBBY,NASD,A B B AB
ABCB,NASD,A B C BANCORP
ABCC,NASD,A B C DISPENSING TECH INC
ABCR,NASD,A B C RAIL PRODUCTS CORP
ABM,NYSE,A B M INDUSTRIES INC
AAN,NYSE,A B N AMRO HLDGS N V
ABRX,NASD,A B R INFO SVCS INC
ABTC,NASD,A B T BLDG PRODUCTS CORP
ACIT,NASD,A C I TELECENTRICS INC
ACG,NYSE,A C M GOVT INCM FD INC
AOF,NYSE,A C M GOVT OPPORTUNITY FD
GSF,NYSE,A C M GOVT SECS FD INC
SI,NYSE,A C M GOVT SPECTRUM FD
ADF,NYSE,A C M MANAGED DLR INCM FD
AMF,NYSE,A C M MANAGED INCM FD INC
AMU,NYSE,A C M MUNI SECS INCM FUND
ACMR,NASD,A C MOORE ARTS &amp; CRAFTS
ACRG,NASD,A C R GROUP INC
ACSEF,NASD,A C S ELECTRONICS LTD
ACTM,NASD,A C T MANUFACTURING INC
ANET,NASD,"<a href=""http://www.acti.com/"">A C T NETWORKS INC</a>"
IAT,BOS,A C T V INC
IATV,NASD,A C T V INC
ACX,NYSE,A C X TECHNOLOGIES INC
ADAM,NASD,A D A M SOFTWARE INC
ADCT,NASD,"<a href=""http://www.adc.com/"">A D C TELECOM INC</a>"
ADEX,NASD,A D E CORP MA
ADMT,NASD,A D M TRONICS UNLIMITED
AD,NYSE,A D V O INC
AEPI,NASD,A E P INDUSTRIES INC
AERN,NASD,A E R ENERGY RES INC
AES,NYSE,A E S CORP
AESCW,NASD,A E S CORP
AFCX,NASD,"<a href=""http://www.afcweb.com/"">A F C CABLE SYSTEMS INC</a>"
AFPC,NASD,A F P IMAGING CORP
AFED,NASD,A F S A L A BANCORP INC
AGAI,NASD,A G ASSOCIATES INC
AG,NYSE,"<a href=""http://www.agriculture.com/contents/AGCO/"">A G C O CORP</a>"
AGE,NYSE,A G EDWARDS INC
ATG,NYSE,A G L RESOURCES INC
ASV,NYSE,A G SVC AMERICA INC
AHLS,NASD,A H L SERVICES INC
AJP,NYSE,A J L PEPS TRUST
AKS,NYSE,"<a href=""http://www.aksteel.com/"">A K STEEL HOLDING CORP</a>"
AILP,NASD,A L P N  E T  INC
AMFC,NASD,A M B FINANCIAL CORP
AMBI,NASD,A M B I INC
AEN,AMEX,A M C ENTERTAINMENT INC
DIST,NASD,A M C O N DISTRIBUTING CO
AMEDE,NASD,A M E D I S Y S INC
UHAL,NASD,A M E R C O
PIN,NYSE,A M F BOWLING INC
AMLJ,NASD,A M L COMMUNICATIONS INC
AMXI,NASD,A M N E X INC
AMP,NYSE,"<a href=""http://www.amp.com/"">A M P INC PENNSYLVANIA</a>"
AMR,NYSE,"<a href=""http://www.amrcorp.com/"">A M R CORP</a>"
AMXX,NASD,A M X CORP
ANBC,NASD,A N B CORP
ANSS,NASD,A N S Y S INC
TNT,NYSE,A O TATNEFT
APAC,NASD,A P A C TELESERVICES INC
APAT,NASD,A P A OPTICS INC
ATS,NYSE,A P T SATELLITE HLDGS LTD
ATV,AMEX,A R C INTERNATIONAL CORP
ARIS,NASD,A R I NETWORK SVC INC
ARMHY,NASD,A R M HOLDINGS P L C
SRS,AMEX,A R V ASSISTED LIVING INC
ASAI,NASD,A S A HOLDINGS INC
ASAA,NASD,A S A INTERNATIONAL LTD
ASA,NYSE,A S A LTD
ASBP,NASD,A S B FINANCIAL CORP
ASDG,NASD,A S D GROUP INC
ASU,PSE,A S D GROUP INC
ASTSF,NASD,A S E TEST LTD
ASMIF,NASD,A S M INTERNATIONAL N V
ASMLF,NASD,A S M LITHOGRAPHY HLDG
ASVI,NASD,A S V INC
T,NYSE,"<a href=""http://www.att.com/"">A T &amp; T CORP</a>"
ATEC,NASD,A T E C GROUP INC
ATECW,NASD,A T E C GROUP INC
ATLPA,NASD,A T L PRODUCTS INC
ATLI,NASD,"<a href=""http://www.atl.com/"">A T L ULTRASOUND INC</a>"
ATMI,NASD,A T M I INC
ATJ,AMEX,A T PLASTICS INC
ATRX,NASD,A T R I X LABS INC
ATSI,NASD,A T S MEDICAL INC
AVX,NYSE,A V X CORP
AXA,NYSE,A X A-UAP
ACLNF,NASD,A.C.L.N. Limited
AAM,NYSE,AAMES FINANCIAL CORP
RNT,NYSE,AARON RENTS INC
RNT,NYSE,AARON RENTS INC
ASHE,NASD,AASCHE TRANS SVCS INC
ASHEW,NASD,AASCHE TRANS SVCS INC
ASTM,NASD,AASTROM BIOSCIENCES INC
AATT,NASD,"<a href=""http://www.aavid.com/"">AAVID THERMAL TECH INC</a>"
ABACF,NASD,ABACAN RESOURCE CORP
ABDR,NASD,ABACUS DIRECT CORP
ABIX,NASD,ABATIX ENVIRONMENTAL CORP
ABAX,NASD,ABAXIS INC
ABBK,NASD,ABBINGTON BANCORP INC
ABT,NYSE,"<a href=""http://www.abbott.com/"">ABBOTT LABORATORIES</a>"
ABERF,NASD,ABER RESOURCES LTD
ANF,NYSE,ABERCROMBIE &amp; FITCH CO
ABGX,NASD,ABGENIX INC
ABANP,NASD,ABI CAPITAL TRUST
ABAN,NASD,ABI Capital Trust Pfd
AANB,NASD,ABIGAIL ADAMS NATL BANCRP
ABBKP,NASD,ABINGTON BANCORP CAPITAL
ABMD,NASD,ABIOMED INC
ABY,NYSE,ABITIBI CONSOLIDATED INC
ABTEE,NASD,ABLE TELECOM HLDG CORP
ABRI,NASD,ABRAMS INDUSTRIES INC
AXAS,NASD,ABRAXAS PETROLEUM CORP
ACRI,NASD,ACACIA RESEARCH CORP
AKR,NYSE,ACADIA REALTY TRUST
ANA,AMEX,ACADIANA BANCSHARES INC
ACLE,NASD,ACCEL INTERNATIONAL CORP
ACLY,NASD,ACCELR8 TECHNOLOGY CORP
ACLR,NASD,ACCENT COLOR SCIENCES INC
ACNTF,NASD,"<a href=""http://www.accentsoft.com/"">ACCENT SOFTWARE INTL</a>"
ACNUF,NASD,ACCENT SOFTWARE INTL
AIF,NYSE,ACCEPTANCE INS COS INC
AABC,NASD,ACCESS ANYTIME BNCRP INC
ACCS,NASD,ACCESS HEALTH INC
AKLM,NASD,ACCLAIM ENTERTAINMENT INC
ACMI,NASD,ACCUMED INTERNATIONAL INC
ASI,NYSE,ACCUSTAFF INC
AACE,NASD,ACE CASH EXPRESS INC
ACEC,NASD,ACE COMM CORP
ACL,NYSE,ACE LTD
ACET,NASD,ACETO CORP
AK,NYSE,ACKERLEY GROUP INC
ACMTA,NASD,ACMAT CORP
ACE,NYSE,"<a href=""http://www.moran.com/htmld/acme.html"">ACME ELECTRIC CORP</a>"
AMI,NYSE,ACME METALS INC
ACU,AMEX,ACME UNITED CORP
ART,NYSE,ACNIELSEN CORP
AVCC,NASD,ACORN HOLDING CORP
ACRN,NASD,ACORN PRODUCTS INC
AGAM,NASD,ACRES GAMING INC
ACRO,NASD,ACRODYNE COMM INC
ACSY,NASD,ACSYS INC
ACTT,NASD,ACT TELECONFERENCING INC
ACTTW,NASD,ACT TELECONFERENCING INC
ACTL,NASD,"<a href=""http://www.actel.com/"">ACTEL CORP</a>"
ACTN,NASD,ACTION PERFORMANCE COS
APII,NASD,ACTION PRODUCTS INTL INC
AAGP,NASD,ACTIVE APPAREL GROUP INC
ACVC,NASD,ACTIVE VOICE CORP
ATVI,NASD,"<a href=""http://www.activision.com/"">ACTIVISION INC</a>"
ACRT,NASD,"<a href=""http://www.acrt.com/"">ACTRADE INTL LTD</a>"
ACTU,NASD,ACTUATE SOFTWARE CORPORAT
ACN,NYSE,ACUSON CORP
ACXM,NASD,ACXIOM CORP
ADACE,NASD,ADAC LABORATORIES
ADX,NYSE,ADAMS EXPRESS CO
ADGO,NASD,ADAMS GOLF INC
AE,AMEX,ADAMS RES &amp; ENERGY INC
ADPT,NASD,"<a href=""http://www.adaptec.com/"">ADAPTEC INC</a>"
ADO,BOS,ADAPTIVE SOLUTIONS INC
ADSO,NASD,"<a href=""http://www.asi.com/"">ADAPTIVE SOLUTIONS INC</a>"
ADDM,NASD,ADDVANTAGE MEDIA GROUP
ADECY,NASD,ADECCO S A
ADLAC,NASD,ADELPHIA COMM CORP
ADTK,NASD,ADEPT TECHNOLOGY INC
AFLX,NASD,ADFLEX SOLUTIONS INC
ASF,NYSE,ADMINISTAFF INC
PVD,NYSE,ADMINISTRADORA FOND PENS
ADBE,NASD,"<a href=""http://www.adobe.com/"">ADOBE SYSTEMS INC</a>"
ADRN,NASD,ADRENALIN INTERACTIVE INC
ADRNW,NASD,ADRENALIN INTERACTIVE INC
ADLRF,NASD,ADRIAN RESOURCES LTD
RPL,AMEX,ADRIEN ARPEL INC
ADTN,NASD,"<a href=""http://www.adtran.com/"">ADTRAN INC</a>"
AFBC,NASD,ADVANCE FINANCIAL BANCORP
ADVP,NASD,ADVANCE PARADIGM INC
ADG,NYSE,ADVANCED COMM GROUP INC
ACSC,NASD,ADVANCED COMM SYS INC
ADTC,NASD,ADVANCED DEPOSITION TECH
DTI,BOS,ADVANCED DEPOSITION TECH
ADIC,NASD,ADVANCED DIGITAL INFO
AESP,NASD,ADVANCED ELECTR SUPP PROD
AESPW,NASD,ADVANCED ELECTR SUPP PROD
AEIS,NASD,ADVANCED ENERGY INDUS INC
AERTA,NASD,ADVANCED ENVRN RECYC TECH
AFCI,NASD,ADVANCED FIBRE COMM
AHTC,NASD,ADVANCED HEALTH CORP
ADLT,NASD,ADVANCED LIGHTNG TECH INC
AMVC,NASD,ADVANCED MACH VISION CORP
AVM,AMEX,ADVANCED MAGNETICS INC
ADMG,NASD,ADVANCED MATERIALS GRP
AMD,NYSE,"<a href=""http://www.amd.com/"">ADVANCED MICRO DVCS INC</a>"
ADMS,NASD,ADVANCED MKTG SVC INC
API,AMEX,ADVANCED PHOTONIX INC
APOS,NASD,ADVANCED POLYMER SYS INC
ARTT,NASD,ADVANCED RADIO TELECOM
ATPX,NASD,ADVANCED TECH PRODS INC
ATIS,NASD,ADVANCED TISSUE SCIENCES
ADVNA,NASD,ADVANTA CORP
ADVNB,NASD,ADVANTA CORP
ADVNZ,NASD,ADVANTA CORP
ALSI,NASD,ADVANTAGE LEARNING SYSTEM
AMM,BOS,ADVANTAGE MARKETING SYS
AMSO,NASD,ADVANTAGE MKTG SYS INC
AMSOW,NASD,ADVANTAGE MRKTG SYS INC
DINE,NASD,ADVANTICA REST GROUP INC
DINEW,NASD,ADVANTICA REST GROUP INC
ADVS,NASD,ADVENT SOFTWARE INC
ADV,NYSE,ADVEST GROUP INC
AASI,NASD,ADVNCD AERODYNMCS&amp;STRCTRS
AASIU,NASD,ADVNCD AERODYNMCS&amp;STRCTRS
AASIW,NASD,ADVNCD AERODYNMCS&amp;STRCTRS
AASIZ,NASD,ADVNCD AERODYNMCS&amp;STRCTRS
AVC,NYSE,ADVOCAT INC
AGIS,NASD,AEGIS COMMUNICATIONS GROUP
AER,AMEX,AEGIS REALTY INC
AEG,NYSE,AEGON N V
AEHR,NASD,AEHR TEST SYSTEMS
AERL,NASD,AERIAL COMMUNICATIONS INC
AERS,NASD,AERO SYSTEMS ENGR INC
ACY,AMEX,AEROCENTURY CORP
ARX,NYSE,AEROFLEX INC
ANV,NYSE,AEROQUIP VICKERS INC
AIM,AMEX,AEROSONIC CORP
ARVX,NASD,AEROVOX INC
AET,NYSE,"<a href=""http://www2.pcy.mci.net/marketplace/aetna/"">AETNA INC</a>"
ATRM,NASD,AETRIUM INC
AFA,NYSE,AFFILIATED COMPUTER SVCS
AMG,NYSE,AFFILIATED MNGRS GRP INC
AFFI,NASD,AFFINITY TECH GROUP INC
AFFX,NASD,AFFYMETRIX INC
AFL,NYSE,"<a href=""http://www.aflac.com/"">AFLAC CORP</a>"
ATAC,NASD,AFTERMARKET TECH CORP
AGBG,NASD,AG BAG INTERNATIONAL LTD
AGCH,NASD,AG CHEM EQUIPMENT CO INC
AEM,NYSE,AGNICO EAGLE MINES LTD
AGPH,NASD,AGOURON PHARM INC
ADC,NYSE,AGREE REALTY CORP
AGNU,NASD,AGRI NUTRITION GROUP LTD
ABTX,NASD,"<a href=""http://www.agribiotech.com/"">AGRIBIOTECH INC</a>"
AGX,NYSE,AGRIBRANDS INTL INC
AGTO,NASD,AGRITOPE INC
AGU,NYSE,AGRIUM INC
AHM,NYSE,AHMANSON H F &amp; CO
AID,BOS,AID AUTO STORES INC
AIDA,NASD,AID AUTO STORES INC
AIDAW,NASD,AID AUTO STORES INC
GTF,NYSE,AIM EASTERN EUROPEAN FUND
AWT,AMEX,AIR &amp; WATER TECH CORP
ACNAF,NASD,"<a href=""http://www.aircanada.ca/"">AIR CANADA CORP</a>"
AEIC,NASD,AIR EXPRESS INTL CORP
AIRM,NASD,AIR METHODS CORP
APD,NYSE,"<a href=""http://www.airproducts.com/"">AIR PRODUCTS AND CHEMICAL</a>"
AIRT,NASD,AIR TRANS HLDG CO INC
ABF,NYSE,"<a href=""http://www.airborne-express.com/"">AIRBORNE FREIGHT CORP</a>"
ARG,NYSE,"<a href=""http://www.airgas.com/"">AIRGAS INC</a>"
FLY,NYSE,AIRLEASE LTD L P
ANS,NYSE,AIRNET SYSTEMS INC
ASII,NASD,AIRPORT SYSTEMS INTL INC
ATI,NYSE,"<a href=""http://www.airtouch.com/"">AIRTOUCH COMM DE</a>"
AAIR,NASD,AIRTRAN HOLDINGS INC
AJAYD,NASD,AJAY SPORTS INC
AJAYP,NASD,AJAY SPORTS INC
AKRN,NASD,AKORN INC
AKSY,NASD,AKSYS LTD
AKZOY,NASD,"<a href=""http://www.akzonobel.com/"">AKZO NOBEL N V</a>"
ALAB,NASD,ALABAMA NATL BANCORP DE
ABJ,NYSE,ALABAMA POWER CO
ACA,NYSE,ALABAMA POWER CO
ALZ,NYSE,ALABAMA POWER CO
ALDNF,NASD,"<a href=""http://www.aks.com/"">ALADDIN KNOWLEDGE SYS LTD</a>"
ALG,NYSE,ALAMO GROUP INC
ALAN,NASD,ALANCO ENVIRO RESOURCES
ALRS,NASD,ALARIS MEDICAL INC
AGD,AMEX,ALARMGUARD HLDGS INC
ALK,NYSE,"<a href=""http://www.alaska-air.com/"">ALASKA AIR GROUP INC</a>"
AWS,AMEX,ALBA WALDENSIAN INC
ALBK,NASD,ALBANK FINANCIAL CORP
AIN,NYSE,ALBANY INTERNATIONAL CORP
ALB,NYSE,ALBEMARLE CORP
AOG,NYSE,"<a href=""http://www.aec.ca/"">ALBERTA ENERGY CO LTD</a>"
ACV,NYSE,ALBERTO CULVER CO - CL A
ACV,NYSE,ALBERTO CULVER CO - CL B
ABS,NYSE,ALBERTSONS INC
ALBC,NASD,ALBION BANC CORP
AL,NYSE,ALCAN ALUMINUM LTD
ALA,NYSE,"<a href=""http://www.adn.alcatel.com/docs/Alcateltxt.html"">ALCATEL ALSTHOM</a>"
ALCD,NASD,ALCIDE CORP
ALDA,NASD,ALDILA INC
ALEX,NASD,ALEXANDER &amp; BALDWIN INC
ACH,AMEX,ALEXANDER HAAGEN PPTY INC
ALX,NYSE,ALEXANDERS INC
ARE,NYSE,ALEXANDRIA R E EQTY INC
ALXN,NASD,ALEXION PHARMA INC
ALFA,NASD,ALFA CORP
ACEL,NASD,ALFACELL CORP
ALGSF,NASD,ALGOMA STEEL INC
ALGO,NASD,ALGOS PHARMACEUTICAL CORP
ALNT,NASD,ALIANT COMMUNICATIONS INC
ALCO,NASD,ALICO INC
MASK,NASD,ALIGN RITE INTL INC
ALKS,NASD,ALKERMES INC
ALKSP,NASD,ALKERMES INC
SEMI,NASD,ALL AMER SEMICONDUCTOR IN
AAT,NYSE,ALL AMERICAN TERM TR INC
CMN,BOS,ALL COMMUNICATIONS CORP
ALLR,NASD,ALLAIRE CORP
ALCI,NASD,ALLCITY INSURANCE CO
Y,NYSE,ALLEGHANY CORP
AYE,NYSE,ALLEGHENY ENERGY INC
ALT,NYSE,ALLEGHENY TELEDYNE INC
AEH,NYSE,ALLEGIANCE CORP
ALGX,NASD,ALLEGIANCE TELECOM INC
ALLE,NASD,ALLEGIANT BANCORP INC
AORGB,NASD,ALLEN ORGAN CO
ALN,NYSE,ALLEN TELECOM INC
AGN,NYSE,ALLERGAN INC
ASTI,NASD,ALLERGAN SPECIALTY THERA
AMO,NYSE,ALLIANCE ALL MKT ADVANTGE
ABCL,NASD,ALLIANCE BANCORP INC
ANE,AMEX,ALLIANCE BANCORP OF N E
AC,NYSE,ALLIANCE CAP MGMT L P
ALLIF,NASD,ALLIANCE COMM CORP
ALNC,NASD,ALLIANCE FINANCIAL CORP
PFA,NYSE,ALLIANCE FOREST PRODS INC
ALLYD,NASD,ALLIANCE GAMING CORP
ALLP,NASD,"<a href=""http://www.allp.com/"">ALLIANCE PHARM CORP</a>"
ALSC,NASD,ALLIANCE SEMICONDCTR CORP
AWG,NYSE,ALLIANCE WORLD DLR GVT FD
AWF,NYSE,ALLIANCE WRLD DLR GOVT II
ATK,NYSE,ALLIANT TECHSYSTEMS INC
ALLC,NASD,"<a href=""http://www.alliedcapital.com/"">ALLIED CAPITAL CORP</a>"
ALDV,NASD,ALLIED DEVICES CORP
ADK,AMEX,ALLIED DIGITAL TECH INC
GRP,NYSE,ALLIED GROUP INC
AHPI,NASD,ALLIED HLTHCR PRODS INC
AHI,NYSE,ALLIED HOLDINGS INC
AIB,NYSE,"<a href=""http://www.aib.ie/aib/"">ALLIED IRISH BANKS P L C</a>"
ALFC,NASD,ALLIED LIFE FNCL CORP
ADP,NYSE,"<a href=""http://allprod.com/"">ALLIED PRODUCTS CORP</a>"
ALR,AMEX,ALLIED RESEARCH CORP
AWIN,NASD,ALLIED WASTE INDS INC
ALD,NYSE,"<a href=""http://www.os.kcp.com/home/ascorp.html"">ALLIEDSIGNAL INC</a>"
ALLN,NASD,ALLIN COMUNICATIONS CORP
AFC,NYSE,ALLMERICA FINANCIAL CORP
ALM,NYSE,ALLMERICA SECURITIES TR
ALU,AMEX,ALLOU HLTH &amp; BEAUTY CARE
ALLS,NASD,ALLSTAR SYSTEMS INC
ALJ,NYSE,ALLSTATE CORP
ALL,NYSE,ALLSTATE CORP
ASFN,NASD,ALLSTATE FINANCIAL CORP
AT,NYSE,"<a href=""http://www.alltel.com/"">ALLTEL CORP DEL</a>"
ALC,NYSE,ALLTRISTA CORP
ALH,BOS,ALPHA HOSPITALITY CORP
ALHY,NASD,ALPHA HOSPITALITY CORP
AHAA,NASD,ALPHA INDUSTRIES INC
ALMI,NASD,"<a href=""http://www.alphamicro.com/"">ALPHA MICROSYSTEMS</a>"
ATGI,NASD,ALPHA TECHNOLOGIY GROUP
ALPH,NASD,ALPHANET SOLUTIONS INC
ALO,NYSE,ALPHARMA INC
AGI,NYSE,ALPINE GROUP INC
ALS,NYSE,ALSTROM SA
ALTA,NASD,ALTA GOLD CO
ALTIF,NASD,ALTAIR INTERNATIONAL INC
ALTN,NASD,ALTEON INC
ALTR,NASD,"<a href=""http://www.altera.com/"">ALTERA CORP</a>"
ALTM,NASD,ALTERNATE MARKETING NETWO
ALI,AMEX,ALTERNATIVE LIVING SVCS
ALRC,NASD,ALTERNATIVE RESOURCE CORP
IAM,NYSE,ALTOS HORNOS DE MEXICO
ALRN,NASD,ALTRON INC
AA,NYSE,ALUMINUM CO OF AMERICA
ALYD,NASD,ALYDAAR SOFTWARE CORP
ALYN,NASD,ALYN CORP
ALZAW,NASD,ALZA CORP
AZA,NYSE,"<a href=""http://www.alza.com/"">ALZA CORP</a>"
AMAR,NASD,AMARILLO BIOSCIENCES
AMZN,NASD,AMAZON.COM INC
AMB,NYSE,AMB Property Corp
AKB,NYSE,AMBAC FINANCIAL GROUP INC
ABK,NYSE,AMBAC FINANCIAL GRP INC
AMBK,NASD,AMBANC CORP
AHCI,NASD,AMBANC HOLDING CO INC
ABPA,NASD,AMBASSADOR BANK COMMWLTH
AEY,MSE,AMBASSADOR EYEWEAR GROUP
AMIE,NASD,AMBASSADORS INTL INC
AIZ,NYSE,AMCAST INDUSTRIAL CORP
ACOL,NASD,AMCOL INTL CORP
ACAP,NASD,AMCOR CAPITAL CORP
AMCPF,NASD,AMCOR LTD
AMCRY,NASD,AMCOR LTD
AMFI,NASD,AMCORE FINANCIAL INC
DOX,NYSE,AMDOCS LTD
AHC,NYSE,AMERADA HESS CORP
AALA,NASD,"<a href=""http://www.insidewallstreet.com/aalafeat.htm"" ameralia="""" inc=""""></a>AMERALIA INC"
AEE,NYSE,AMEREN CORP
ASBI,NASD,AMERIANA BANCORP
MFA,NYSE,AMERICA FIRST MTG INV INC
APROZ,NASD,AMERICA FIRST-APT INVT
ATAXZ,NASD,AMERICA FIRST TAX EXEMPT INV LP
AOL,NYSE,"<a href=""http://www.aol.com/"">AMERICA ONLINE INC</a>"
ASGR,NASD,AMERICA SERVICE GROUP INC
AWA,NYSE,"<a href=""http://www.americawest.com/"">AMERICA WEST HLDG CORP- B</a>"
AIRS,NASD,AMERICAN AIRCARRIES SUPP
AAG,NYSE,AMERICAN ANNUITY GRP INC
AMBCP,NASD,AMERICAN BANCORP CAP TR I
AMBC,NASD,AMERICAN BANCORP OHIO
BKC,AMEX,AMERICAN BANK CONNECTICUT
ABH,NYSE,AMERICAN BANK NOTE HOLOGR
ABI,NYSE,AMERICAN BANKERS INS GRP
ABN,NYSE,AMERICAN BANKNOTE CORP
ABL,AMEX,AMERICAN BILTRITE INC
BNGO,NASD,AMERICAN BINGO &amp; GAMING
ABMC,NASD,"<a href=""http://www.otcfn.com/abmc/"" american="""" bio="""" medica="""" corp=""""></a>AMERICAN BIO MEDICA CORP"
MABXA,NASD,AMERICAN BIOGENETIC SCIEN
ABCO,NASD,AMERICAN BUILDINGS CO
ABFI,NASD,AMERICAN BUS FNCL SVC INC
ABP,NYSE,AMERICAN BUSINESS PRODS
ACAS,NASD,AMERICAN CAP STRAT LTD
ACEI,NASD,AMERICAN CHAMPION ENT INC
ACEIW,NASD,AMERICAN CHAMPION ENT INC
AMCE,NASD,AMERICAN CLAIMS EVAL INC
AMCV,NASD,AMERICAN CLASSIC VOYAGER
AMCN,NASD,"<a href=""http://www.ctaonline.com/amcoin.htm"" american="""" coin="""" mrchndsng=""""></a>AMERICAN COIN MRCHNDSNG"
ACHI,NASD,AMERICAN CTRY HLDGS INC
ACHIW,NASD,AMERICAN CTRY HLDGS INC
ADPI,NASD,AMERICAN DENTAL PTNRS INC
ADLI,NASD,AMERICAN DENTAL TECH INC
ADSI,NASD,AMERICAN DISPOSAL SVC INC
AEOS,NASD,AMERICAN EAGLE OUTFITTERS
ECGOF,NASD,AMERICAN ECO CORP
ECOL,NASD,AMERICAN ECOLOGY CORP
EP,PSE,AMERICAN EDUC PRODS INC
AMEP,NASD,AMERICAN EDUCATIONAL PROD
AMEPW,NASD,AMERICAN EDUCATIONAL PROD
AEP,NYSE,AMERICAN ELEC PWR CO INC
AXP,NYSE,"<a href=""http://www.americanexpress.com/"" american="""" express="""" co=""""></a>AMERICAN EXPRESS CO"
AFG,NYSE,AMERICAN FNCL GROUP INC
AFWY,NASD,AMERICAN FREIGHTWAYS CORP
AGC,NYSE,AMERICAN GENERAL CORP
AGDM,NASD,AMERICAN GOLD&amp;DIAM HLDG
AGF,NYSE,AMERICAN GOVT INCM FD INC
AAF,NYSE,AMERICAN GOVT INCM PORTF
AM,NYSE,AMERICAN GREETINGS CL A
AHE,NYSE,AMERICAN HEALTH PROP INC
AHEPZ,NASD,AMERICAN HEALTH PROP INC
AHIC,NASD,AMERICAN HEALTHCHOICE INC
AMHC,NASD,AMERICAN HEALTHCORP INC
AHP,NYSE,AMERICAN HOME PRODS CORP
AHOM,NASD,AMERICAN HOMEPATIENT INC
HSTR,NASD,AMERICAN HOMESTAR CORP
AHL,NYSE,AMERICAN HRTG LIFE INVT
AIFC,NASD,AMERICAN INDMTY FNCL CORP
AIA,AMEX,AMERICAN INSD MTGE INVS
AIG,NYSE,"<a href=""http://www.aig.com/"" american="""" intl="""" group="""" inc=""""></a>AMERICAN INTL GROUP INC"
AIPN,NASD,AMERICAN INTL PETR CORP
AIP,AMEX,AMERICAN ISRAELI PAPR MLS
PLB,NYSE,AMERICAN ITALIAN PASTA CO
ALGI,NASD,AMERICAN LOCKER GROUP INC
AMTK,NASD,AMERICAN MATERIALS &amp; TECH
AMAC,NASD,AMERICAN MED ALERT CORP
ENQ,NYSE,AMERICAN MEDIA INC
AMSY,NASD,"<a href=""http://www.amsinc.com/"" american="""" mgmt="""" sys="""" inc=""""></a>AMERICAN MGMT SYS INC"
SKYC,NASD,AMERICAN MOBILE SATELLITE
XAA,NYSE,AMERICAN MUNI INCM PORTF
AXT,NYSE,AMERICAN MUNI TERM TR INC
BXT,NYSE,AMERICAN MUNI TRM TR II
CXT,NYSE,AMERICAN MUNI TRM TR III
ANAT,NASD,AMERICAN NATIONAL INS CO
AORI,NASD,AMERICAN ONCOLOGY RES INC
OIF,NYSE,AMERICAN OPPORT INCOME FD
AMPBB,NASD,AMERICAN PACIFIC BANK
APFC,NASD,AMERICAN PACIFIC CORP
AGP,NYSE,AMERICAN PAD &amp; PAPER CO
APPM,NASD,AMERICAN PHYSICIAN PTNRS
AMPH,NASD,AMERICAN PHYSN SVC GROUP
APR,NYSE,AMERICAN PRECISION INDS
ACC,PSE,AMERICAN PWR CONVRSN CORP
APCC,NASD,"<a href=""http://www.apcc.com/"" american="""" pwr="""" convrsn="""" corp=""""></a>AMERICAN PWR CONVRSN CORP"
REA,AMEX,AMERICAN R E INVT CORP MD
ACP,NYSE,AMERICAN REAL ESTATE L P
ARS,NYSE,AMERICAN RES SVCS INC
INV,NYSE,AMERICAN RESIDENTIAL INVT
GASS,NASD,AMERICAN RESOURCES OFFSHORE INC
ACR,NYSE,AMERICAN RETIREMENT CORP
RICQE,NASD,AMERICAN RICE INC
ARB,NYSE,AMERICAN RLTY TR INC
AMSFF,NASD,AMERICAN SAFETY INS GROUP
RAZR,NASD,AMERICAN SAFETY RAZOR
ASE,AMEX,AMERICAN SCIEN &amp; ENGR INC
SLA,NYSE,AMERICAN SELECT PORTF INC
AMS,AMEX,AMERICAN SHARED HOSP SVCS
SKI,NYSE,AMERICAN SKIING CO
AMSWA,NASD,AMERICAN SOFTWARE INC
ASD,NYSE,AMERICAN STANDARD COS INC
AWR,NYSE,AMERICAN STATES WATER CO
ASC,NYSE,AMERICAN STORES CO
BSP,NYSE,AMERICAN STRAT INC PRT II
CSP,NYSE,AMERICAN STRAT INC PT III
ASP,NYSE,AMERICAN STRAT INCM PORT
AMSC,NASD,"<a href=""http://www.amsuper.com/"" american="""" superconductor=""""></a>AMERICAN SUPERCONDUCTOR"
AMK,AMEX,AMERICAN TECH CERAM CORP
ATEL,NASD,AMERICAN TELECASTING INC
AMT,NYSE,AMERICAN TOWER CORP
AVD,AMEX,AMERICAN VANGUARD CORP
ACES,NASD,AMERICAN VANTAGE COS
BETM,NASD,AMERICAN WAGERING INC
AMWD,NASD,AMERICAN WOODMARK CORP
AWK,NYSE,AMERICAN WTR WORKS CO INC
AXTI,NASD,AMERICAN XTAL TECHNOLOGY
ACF,NYSE,AMERICREDIT CORP
APU,NYSE,"<a href=""http://www.shareholder..com/ugi/"" amerigas="""" partners="""" l="""" p=""""></a>AMERIGAS PARTNERS L P"
ARGNA,NASD,AMERIGON INC
ARGNW,NASD,AMERIGON INC
HOST,NASD,AMERIHOST PROPERTIES INC
ALNK,NASD,AMERILINK CORP
AMRN,NASD,AMERIN CORP
PATH,NASD,AMERIPATH INC
AAS,NYSE,AMERISOURCE HEALTH CORP
ASCA,NASD,"<a href=""http://www.ameristars.com/"" ameristar="""" casinos="""" inc=""""></a>AMERISTAR CASINOS INC"
AIT,NYSE,"<a href=""http://www.ameritech.com/"" ameritech="""" corp="""" de=""""></a>AMERITECH CORP DE"
